date,Day,DayWeek ,detail expands,engagement rate,engagements,hashtag clicks,impressions,likes,media engagements,media views,month,MonthName,Quarter,replies,retweets,time,Tweet,url clicks,user profile clicks,year
2020-10-08 00:00:00,8,Thursday,65,0.044646548,108,0,2419,31,0,0,10,October,Q4,4,0,1899-12-30 07:48:00,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam #amet,0,8,2020
2020-09-08 00:00:00,8,Tuesday,0,0.026785714,3,0,112,1,1,12,9,September,Q3,1,0,1899-12-30 18:00:00,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit #sed,0,0,2020
2020-09-08 00:00:00,8,Tuesday,0,0.02688172,5,0,186,1,2,66,9,September,Q3,1,0,1899-12-30 06:36:00,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus #odio,1,0,2020
2020-09-08 00:00:00,8,Tuesday,0,0.059859155,17,0,284,3,13,13,9,September,Q3,0,1,1899-12-30 05:59:00,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus #proin,0,0,2020
2020-09-08 00:00:00,8,Tuesday,1,0.018421053,14,0,760,3,8,8,9,September,Q3,1,0,1899-12-30 17:53:00,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra #aenean,1,0,2020
2020-09-08 00:00:00,8,Tuesday,1,0.046875,3,0,64,1,0,0,9,September,Q3,1,0,1899-12-30 18:01:00,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam #imperdiet,0,0,2020
2020-09-08 00:00:00,8,Tuesday,1,0.05,2,0,40,1,0,0,9,September,Q3,0,0,1899-12-30 18:45:00,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper #massa,0,0,2020
2020-09-08 00:00:00,8,Tuesday,2,0.013192612,5,0,379,2,0,0,9,September,Q3,1,0,1899-12-30 18:03:00,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien #eget,0,0,2020
2020-09-08 00:00:00,8,Tuesday,2,0.085714286,3,0,35,0,0,0,9,September,Q3,1,0,1899-12-30 18:39:00,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum #posuere,0,0,2020
2020-09-08 00:00:00,8,Tuesday,2,0.102564103,4,0,39,1,0,0,9,September,Q3,1,0,1899-12-30 18:42:00,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla #sapien,0,0,2020
2020-09-08 00:00:00,8,Tuesday,3,0.073529412,5,0,68,1,0,0,9,September,Q3,1,0,1899-12-30 17:52:00,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl #elementum,0,0,2020
2020-07-08 00:00:00,8,Wednesday,0,0.001273885,1,0,785,1,0,0,7,July,Q3,0,0,1899-12-30 21:26:00,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum #posuere,0,0,2020
2020-07-08 00:00:00,8,Wednesday,0,0.005208333,1,0,192,1,0,0,7,July,Q3,0,0,1899-12-30 21:34:00,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum #sed,0,0,2020
2020-07-08 00:00:00,8,Wednesday,0,0.006711409,1,0,149,1,0,0,7,July,Q3,0,0,1899-12-30 23:54:00,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras #donec,0,0,2020
2020-07-08 00:00:00,8,Wednesday,0,0.008403361,2,0,238,0,0,0,7,July,Q3,2,0,1899-12-30 20:28:00,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus #luctus,0,0,2020
2020-07-08 00:00:00,8,Wednesday,0,0.012448133,3,0,241,1,0,54,7,July,Q3,1,0,1899-12-30 18:58:00,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus #at,0,1,2020
2020-07-08 00:00:00,8,Wednesday,0,0.01369863,2,0,146,0,2,41,7,July,Q3,0,0,1899-12-30 01:27:00,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique #integer,0,0,2020
2020-07-08 00:00:00,8,Wednesday,0,0.014184397,2,0,141,0,0,0,7,July,Q3,0,0,1899-12-30 23:56:00,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce #orci,0,2,2020
2020-07-08 00:00:00,8,Wednesday,0,0.016949153,2,0,118,0,2,25,7,July,Q3,0,0,1899-12-30 21:31:00,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices #venenatis,0,0,2020
2020-07-08 00:00:00,8,Wednesday,0,0.131147541,16,0,122,1,0,0,7,July,Q3,0,0,1899-12-30 06:48:00,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere #nulla,15,0,2020
2020-07-08 00:00:00,8,Wednesday,1,0.017621145,4,0,227,3,0,0,7,July,Q3,0,0,1899-12-30 20:29:00,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #mollis,0,0,2020
2020-07-08 00:00:00,8,Wednesday,1,0.023489933,7,0,298,1,0,0,7,July,Q3,2,0,1899-12-30 06:07:00,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in #faucibus,0,3,2020
2020-07-08 00:00:00,8,Wednesday,1,0.040322581,5,0,124,2,0,0,7,July,Q3,1,1,1899-12-30 23:55:00,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum #fringilla,0,0,2020
2020-07-08 00:00:00,8,Wednesday,2,0.078125,5,0,64,1,0,0,7,July,Q3,0,0,1899-12-30 23:42:00,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae #justo,2,0,2020
2020-07-08 00:00:00,8,Wednesday,3,0.025477707,8,0,314,4,0,0,7,July,Q3,1,0,1899-12-30 20:33:00,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus #quis,0,0,2020
2020-07-08 00:00:00,8,Wednesday,3,0.041666667,5,0,120,0,0,0,7,July,Q3,2,0,1899-12-30 23:42:00,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi #etiam,0,0,2020
2020-07-08 00:00:00,8,Wednesday,3,0.045454545,8,0,176,3,0,0,7,July,Q3,1,0,1899-12-30 06:54:00,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla #sed,0,1,2020
2020-07-08 00:00:00,8,Wednesday,3,0.05988024,50,0,835,2,44,44,7,July,Q3,0,0,1899-12-30 17:15:00,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend #at,0,1,2020
2020-07-08 00:00:00,8,Wednesday,5,0.050847458,12,0,236,0,0,0,7,July,Q3,1,0,1899-12-30 22:36:00,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #morbi,6,0,2020
2020-07-08 00:00:00,8,Wednesday,13,0.061371841,68,0,1108,6,45,45,7,July,Q3,0,2,1899-12-30 05:17:00,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat #vestibulum,2,0,2020
2020-07-08 00:00:00,8,Wednesday,13,0.120836055,185,0,1531,12,154,154,7,July,Q3,0,0,1899-12-30 22:45:00,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat #feugiat,1,5,2020
2020-07-08 00:00:00,8,Wednesday,15,0.049701789,25,0,503,5,0,0,7,July,Q3,3,2,1899-12-30 23:52:00,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum #dapibus,0,0,2020
2020-07-08 00:00:00,8,Wednesday,16,0.014519056,24,0,1653,4,0,0,7,July,Q3,2,0,1899-12-30 07:41:00,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti #convallis,0,2,2020
2020-10-09 00:00:00,9,Friday,0,0.006060606,1,0,165,1,0,0,10,October,Q4,0,0,1899-12-30 05:05:00,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor #et,0,0,2020
2020-10-09 00:00:00,9,Friday,0,0.009661836,2,0,207,2,0,13,10,October,Q4,0,0,1899-12-30 18:12:00,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia #leo,0,0,2020
2020-10-09 00:00:00,9,Friday,0,0.011428571,2,0,175,2,0,0,10,October,Q4,0,0,1899-12-30 02:27:00,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia #augue,0,0,2020
2020-10-09 00:00:00,9,Friday,0,0.013574661,3,0,221,0,0,0,10,October,Q4,0,0,1899-12-30 00:51:00,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis #natoque,0,3,2020
2020-10-09 00:00:00,9,Friday,0,0.01863354,6,0,322,3,0,0,10,October,Q4,1,0,1899-12-30 06:17:00,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu #amet,0,2,2020
2020-10-09 00:00:00,9,Friday,0,0.018867925,3,0,159,2,0,0,10,October,Q4,1,0,1899-12-30 17:05:00,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue #vulputate,0,0,2020
2020-10-09 00:00:00,9,Friday,0,0.020833333,1,0,48,1,0,0,10,October,Q4,0,0,1899-12-30 00:01:00,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum #nunc,0,0,2020
2020-10-09 00:00:00,9,Friday,0,0.02739726,2,0,73,1,0,0,10,October,Q4,1,0,1899-12-30 02:31:00,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus #justo,0,0,2020
2020-10-09 00:00:00,9,Friday,0,0.028571429,5,0,175,2,0,0,10,October,Q4,1,0,1899-12-30 03:49:00,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc #placerat,0,2,2020
2020-10-09 00:00:00,9,Friday,0,0.029126214,3,0,103,2,0,0,10,October,Q4,1,0,1899-12-30 04:03:00,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean #integer,0,0,2020
2020-10-09 00:00:00,9,Friday,1,0.026845638,4,0,149,2,0,0,10,October,Q4,0,0,1899-12-30 02:27:00,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien #nam,0,1,2020
2020-10-09 00:00:00,9,Friday,1,0.048780488,4,0,82,3,0,0,10,October,Q4,0,0,1899-12-30 08:35:00,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui #pharetra,0,0,2020
2020-10-09 00:00:00,9,Friday,1,0.075,21,0,280,1,19,19,10,October,Q4,0,0,1899-12-30 02:41:00,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae #amet,0,0,2020
2020-10-09 00:00:00,9,Friday,1,0.166666667,5,0,30,4,0,0,10,October,Q4,0,0,1899-12-30 06:17:00,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin #nascetur,0,0,2020
2020-10-09 00:00:00,9,Friday,2,0.01183432,2,0,169,0,0,0,10,October,Q4,0,0,1899-12-30 02:26:00,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros #nisl,0,0,2020
2020-10-09 00:00:00,9,Friday,2,0.015384615,13,0,845,9,0,0,10,October,Q4,0,0,1899-12-30 00:29:00,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc #natoque,0,2,2020
2020-10-09 00:00:00,9,Friday,2,0.023419204,10,0,427,4,0,0,10,October,Q4,4,0,1899-12-30 04:46:00,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #sit,0,0,2020
2020-10-09 00:00:00,9,Friday,2,0.028985507,4,0,138,2,0,0,10,October,Q4,0,0,1899-12-30 02:27:00,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus #in,0,0,2020
2020-10-09 00:00:00,9,Friday,2,0.061349693,10,0,163,2,4,37,10,October,Q4,0,0,1899-12-30 03:46:00,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet #erat,1,1,2020
2020-10-09 00:00:00,9,Friday,3,0.075949367,18,0,237,10,0,0,10,October,Q4,2,0,1899-12-30 19:34:00,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit #tellus,0,3,2020
2020-10-09 00:00:00,9,Friday,4,0.028368794,20,0,705,11,2,93,10,October,Q4,1,0,1899-12-30 04:02:00,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis #ultrices,0,2,2020
2020-10-09 00:00:00,9,Friday,4,0.034825871,7,0,201,2,0,0,10,October,Q4,1,0,1899-12-30 03:52:00,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis #sed,0,0,2020
2020-10-09 00:00:00,9,Friday,5,0.016949153,13,1,767,4,0,0,10,October,Q4,0,0,1899-12-30 00:44:00,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi #in,0,3,2020
2020-10-09 00:00:00,9,Friday,6,0.014976959,13,2,868,5,0,0,10,October,Q4,0,0,1899-12-30 19:14:00,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #erat,0,0,2020
2020-10-09 00:00:00,9,Friday,12,0.059602649,27,0,453,8,4,138,10,October,Q4,1,0,1899-12-30 23:32:00,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue #felis,0,2,2020
2020-10-09 00:00:00,9,Friday,19,0.043407043,53,0,1221,9,9,9,10,October,Q4,2,5,1899-12-30 20:49:00,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris #adipiscing,8,1,2020
2020-07-09 00:00:00,9,Thursday,0,0,0,0,41,0,0,0,7,July,Q3,0,0,1899-12-30 01:02:00,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula #ultrices,0,0,2020
2020-07-09 00:00:00,9,Thursday,0,0.007843137,2,0,255,2,0,0,7,July,Q3,0,0,1899-12-30 06:11:00,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor #vestibulum,0,0,2020
2020-07-09 00:00:00,9,Thursday,0,0.015243902,5,0,328,3,0,0,7,July,Q3,0,0,1899-12-30 00:51:00,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula #accumsan,0,2,2020
2020-07-09 00:00:00,9,Thursday,1,0.00877193,7,0,798,3,0,127,7,July,Q3,0,0,1899-12-30 02:59:00,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse #curabitur,1,2,2020
2020-07-09 00:00:00,9,Thursday,1,0.018552876,10,0,539,4,5,154,7,July,Q3,0,0,1899-12-30 23:08:00,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue #libero,0,0,2020
2020-07-09 00:00:00,9,Thursday,8,0.021479714,9,0,419,0,0,0,7,July,Q3,1,0,1899-12-30 21:42:00,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum #volutpat,0,0,2020
2020-07-09 00:00:00,9,Thursday,41,0.023391813,56,0,2394,12,0,0,7,July,Q3,2,0,1899-12-30 23:00:00,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum #est,0,1,2020
2020-06-09 00:00:00,9,Tuesday,1,0.095238095,4,0,42,2,1,5,6,June,Q2,0,0,1899-12-30 03:05:00,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut #nisl,0,0,2020
2020-09-09 00:00:00,9,Wednesday,0,0.005405405,1,0,185,1,0,0,9,September,Q3,0,0,1899-12-30 02:59:00,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus #ligula,0,0,2020
2020-09-09 00:00:00,9,Wednesday,0,0.013071895,4,0,306,3,1,50,9,September,Q3,0,0,1899-12-30 18:18:00,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio #felis,0,0,2020
2020-09-09 00:00:00,9,Wednesday,0,0.016666667,1,0,60,1,0,10,9,September,Q3,0,0,1899-12-30 21:22:00,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus #commodo,0,0,2020
2020-09-09 00:00:00,9,Wednesday,0,0.017301038,5,0,289,3,0,0,9,September,Q3,2,0,1899-12-30 06:40:00,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae #ridiculus,0,0,2020
2020-09-09 00:00:00,9,Wednesday,0,0.037037037,5,0,135,3,1,22,9,September,Q3,1,0,1899-12-30 21:57:00,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit #integer,0,0,2020
2020-09-09 00:00:00,9,Wednesday,1,0.038461538,4,0,104,2,0,0,9,September,Q3,1,0,1899-12-30 23:31:00,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum #vel,0,0,2020
2020-09-09 00:00:00,9,Wednesday,2,0.012787724,5,0,391,1,0,0,9,September,Q3,2,0,1899-12-30 18:41:00,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam #ornare,0,0,2020
2020-09-09 00:00:00,9,Wednesday,3,0.020942408,4,0,191,1,0,25,9,September,Q3,0,0,1899-12-30 21:43:00,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget #sollicitudin,0,0,2020
2020-09-09 00:00:00,9,Wednesday,4,0.014234875,8,0,562,3,1,70,9,September,Q3,0,0,1899-12-30 19:31:00,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac #pellentesque,0,0,2020
2020-09-09 00:00:00,9,Wednesday,5,0.032258065,8,0,248,2,0,0,9,September,Q3,1,0,1899-12-30 21:38:00,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id #odio,0,0,2020
2020-09-09 00:00:00,9,Wednesday,8,0.135211268,48,0,355,3,35,35,9,September,Q3,1,0,1899-12-30 19:11:00,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non #libero,1,0,2020
2020-09-09 00:00:00,9,Wednesday,9,0.040557668,32,0,789,6,16,16,9,September,Q3,0,0,1899-12-30 23:33:00,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus #vehicula,0,1,2020
2020-09-09 00:00:00,9,Wednesday,17,0.154608523,156,0,1009,9,129,129,9,September,Q3,0,0,1899-12-30 16:55:00,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum #nascetur,1,0,2020
2020-09-09 00:00:00,9,Wednesday,24,0.042066758,92,0,2187,9,0,0,9,September,Q3,0,1,1899-12-30 21:33:00,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero #morbi,49,9,2020
2020-07-10 00:00:00,10,Friday,0,0,0,0,94,0,0,0,7,July,Q3,0,0,1899-12-30 05:06:00,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim #tristique,0,0,2020
2020-07-10 00:00:00,10,Friday,0,0,0,0,651,0,0,194,7,July,Q3,0,0,1899-12-30 21:16:00,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis #felis,0,0,2020
2020-07-10 00:00:00,10,Friday,0,0.010380623,3,0,289,2,0,0,7,July,Q3,1,0,1899-12-30 03:49:00,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis #erat,0,0,2020
2020-07-10 00:00:00,10,Friday,0,0.017482517,5,0,286,3,0,0,7,July,Q3,0,0,1899-12-30 21:14:00,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros #in,0,2,2020
2020-07-10 00:00:00,10,Friday,0,0.023809524,2,0,84,1,0,0,7,July,Q3,0,0,1899-12-30 05:12:00,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis #scelerisque,0,1,2020
2020-07-10 00:00:00,10,Friday,1,0.014285714,4,0,280,1,1,69,7,July,Q3,0,1,1899-12-30 07:43:00,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus #leo,0,0,2020
2020-07-10 00:00:00,10,Friday,1,0.014423077,3,0,208,1,1,23,7,July,Q3,0,0,1899-12-30 00:36:00,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus #dapibus,0,0,2020
2020-07-10 00:00:00,10,Friday,2,0.005029338,6,0,1193,4,0,0,7,July,Q3,0,0,1899-12-30 17:56:00,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor #vel,0,0,2020
2020-07-10 00:00:00,10,Friday,2,0.04494382,4,0,89,1,0,0,7,July,Q3,1,0,1899-12-30 04:19:00,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem #luctus,0,0,2020
2020-07-10 00:00:00,10,Friday,2,0.280653951,206,0,734,1,0,0,7,July,Q3,1,0,1899-12-30 00:51:00,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel #dis,199,3,2020
2020-07-10 00:00:00,10,Friday,3,0.020016013,25,0,1249,12,4,663,7,July,Q3,0,0,1899-12-30 21:27:00,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut #diam,1,5,2020
2020-07-10 00:00:00,10,Friday,4,0.011705686,21,0,1794,11,0,0,7,July,Q3,1,1,1899-12-30 18:18:00,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris #nullam,0,4,2020
2020-07-10 00:00:00,10,Friday,4,0.03030303,15,0,495,10,0,0,7,July,Q3,1,0,1899-12-30 20:52:00,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo #mattis,0,0,2020
